NER
HOUSES : house arryn
HOUSES : house bolton
HOUSES : house frey
HOUSES : house lannister
HOUSES : house of black
HOUSES : house stark
HOUSES : house tyrell
LOCATION : at the battle
LOCATION : at the dock
LOCATION : at the dragon
LOCATION : at the end
LOCATION : at the fist
LOCATION : at the hands
LOCATION : at the statue
LOCATION : at the twins
LOCATION : between the crown
LOCATION : from the battle
LOCATION : from the capital
LOCATION : from the crossroads inn
LOCATION : from the house
LOCATION : from the sea
LOCATION : from the stormlands
LOCATION : in the battle
LOCATION : in the castle
LOCATION : in the cave
LOCATION : in the city
LOCATION : in the courtyard
LOCATION : in the dungeon
LOCATION : in the eyrie
LOCATION : in the great sept
LOCATION : in the group
LOCATION : in the kingsguard
LOCATION : in the middle
LOCATION : in the mood
LOCATION : in the north
LOCATION : in the past
LOCATION : in the practice
LOCATION : in the riverlands
LOCATION : in the sand
LOCATION : in the streets
LOCATION : in the throne
LOCATION : in the vale
LOCATION : in the war
LOCATION : in the woods
LOCATION : in the world
LOCATION : into the cave
LOCATION : into the dirt
LOCATION : into the throne
LOCATION : on the floor
LOCATION : on the grounds
LOCATION : on the iron throne
LOCATION : on the king
LOCATION : on the other
LOCATION : on the small council
LOCATION : on the streets
LOCATION : on the wall
NP : a dothraki
NP : a lannister
NP : a stark
NP : a tyrell
NP : a white walker
NP : aegon
NP : aemon
NP : aeron
NP : aerys targaryen
NP : afterward
NP : akho
NP : alliser thorne
NP : alton lannister
NP : amory lorch
NP : an unsullied
NP : anguy
NP : april
NP : areo
NP : army
NP : arryn
NP : arya stark
NP : astapor
NP : baelish
NP : baelor
NP : balon greyjoy
NP : bank
NP : baratheons
NP : barristan selmy
NP : bastard
NP : battle
NP : bay
NP : bear island
NP : benjen
NP : beric
NP : bert
NP : beyond
NP : biter
NP : black walder
NP : blackfish
NP : blackwater
NP : bolton's
NP : boltons
NP : bones
NP : book
NP : both thorne
NP : bowen
NP : braavosi
NP : bran stark
NP : brienne
NP : broken tower
NP : bronn
NP : brotherhood without banners
NP : brothers
NP : brynden
NP : castamere
NP : casterly rock
NP : castle black
NP : catelyn stark
NP : cersei
NP : children
NP : citadel
NP : city watch
NP : clegane
NP : commander jeor mormont
NP : commander mormont
NP : conquer
NP : corbray
NP : council
NP : craster
NP : cressen
NP : cripples
NP : crossroads inn
NP : crown
NP : daario
NP : daenerys targaryen
NP : daenerys'
NP : dagmer
NP : daisy
NP : dance
NP : dany
NP : david benioff
NP : davos
NP : dayne
NP : dead
NP : deepwood motte
NP : dondarrion
NP : dontos
NP : doran
NP : doreah
NP : dorne
NP : dornish
NP : dosh khaleen
NP : dothraki
NP : dragonstone
NP : dreadfort
NP : drogon
NP : drowned god
NP : duur
NP : eddard stark
NP : eddison
NP : edmure
NP : egg
NP : elia
NP : ellaria sand
NP : euron greyjoy
NP : eyrie
NP : faceless men
NP : faces
NP : faith militant
NP : fennesz
NP : fingers
NP : first men
NP : first white walker
NP : fist
NP : five kings
NP : flea bottom
NP : ford
NP : forest
NP : free cities
NP : free folk
NP : freys
NP : gardens
NP : gared
NP : gendry
NP : ghost
NP : gift
NP : gilly
NP : gods
NP : grand
NP : great houses
NP : great masters
NP : great sept
NP : greatjon
NP : gregor clegane
NP : grenn
NP : grey wind
NP : grey worm
NP : greyjoy
NP : halfhand
NP : hallyne
NP : hand
NP : hardhome
NP : harpy
NP : harrenhal
NP : hbo
NP : her khalasar
NP : high hall
NP : high septon
NP : high sparrow
NP : highgarden
NP : hizdahr
NP : hobb
NP : hodor
NP : hoster tully
NP : hot pie
NP : hotah
NP : hound
NP : howland
NP : ice
NP : iggo
NP : illyrio
NP : ilyn payne
NP : imp
NP : iron bank
NP : iron islands
NP : iron throne
NP : ironborn
NP : irri
NP : jaime lannister
NP : jamie
NP : janos slynt
NP : jaqen h'ghar
NP : jeor mormont
NP : joffrey baratheon
NP : jojen
NP : jon arryn
NP : jon snow
NP : jorah mormont
NP : jory cassel
NP : joyeuse
NP : karl
NP : karsi
NP : karstarks
NP : keep
NP : kevan
NP : khal drogo
NP : khal moro
NP : kingdom
NP : kingsguard
NP : kingsroad
NP : kinvara
NP : kraznys
NP : lady crane
NP : lady lysa arryn
NP : lady olenna
NP : lancel lannister
NP : landing
NP : lanna
NP : lannisters
NP : last targaryen
NP : later
NP : leaf
NP : lhazareen
NP : light
NP : littlefinger
NP : loboda
NP : locke
NP : lollys
NP : lommy
NP : long bridge
NP : longclaw
NP : loraq
NP : loras
NP : lorch
NP : lorren
NP : lothar
NP : luwin
NP : lyanna stark
NP : lysa
NP : mace
NP : mad
NP : maggy
NP : mago
NP : maiden fair
NP : main lannister
NP : mance rayder
NP : mandon
NP : margaery tyrell
NP : marillion
NP : martell
NP : martyn lannister
NP : matthos
NP : meera
NP : meereen
NP : melara
NP : melisandre
NP : men
NP : mero
NP : meryn
NP : mhaegen
NP : mighdal's
NP : mirri maz duur
NP : missandei
NP : moat cailin
NP : mole
NP : moon door
NP : mord
NP : mormont
NP : moro
NP : mossador
NP : mother
NP : mott
NP : mountain
NP : mud gate
NP : mummer
NP : mycah
NP : myranda
NP : myrcella
NP : naharis
NP : narrow sea
NP : neck
NP : ned stark
NP : needle
NP : night lands
NP : nightfort
NP : northerners
NP : norvosi
NP : nymeria
NP : oathkeeper
NP : obara
NP : oberyn
NP : old gods
NP : old nan
NP : oldtown
NP : olenna tyrell
NP : olly
NP : olyvar
NP : onion knight
NP : orell
NP : ornela
NP : orson
NP : osha
NP : oxcross
NP : pentoshi
NP : petyr
NP : piggy
NP : pit
NP : podrick
NP : polliver
NP : pree
NP : prendahl
NP : priestess
NP : protector
NP : punishment
NP : pyat pree
NP : pycelle
NP : pyke
NP : pypar
NP : qarth
NP : qhorin
NP : qotho
NP : quaithe
NP : qyburn
NP : rains
NP : rakharo
NP : ramsay bolton
NP : ramsay snow
NP : rast
NP : raven
NP : rayder
NP : razdal
NP : realm
NP : rebellion
NP : red comet
NP : red fork
NP : red keep
NP : red priestess
NP : red waste
NP : red wedding
NP : reed
NP : reek
NP : regent
NP : renly
NP : reyne
NP : rhaegal
NP : rhaegar targaryen
NP : rhaego
NP : rhaenyra
NP : rickard karstark
NP : rickon
NP : riverlands
NP : riverrun
NP : robb stark
NP : robert baratheon
NP : robert's
NP : robin
NP : rodrik
NP : roose bolton
NP : roslin
NP : royce
NP : sack
NP : salladhor
NP : salt throne
NP : samwell tarly
NP : sand snakes
NP : sandor clegane
NP : sansa stark
NP : savo
NP : second sons
NP : selmy
NP : selwyn
NP : selyse
NP : septa mordane
NP : septa unella
NP : ser alliser
NP : ser amory
NP : ser arthur
NP : ser barristan selmy
NP : ser beric
NP : ser davos
NP : ser gerold
NP : ser gregor
NP : ser hugh
NP : ser ilyn payne
NP : ser jorah
NP : ser kevan
NP : ser loras
NP : ser mandon
NP : ser meryn trant
